no,plant,animal,w,layer
626,pm1937,Apis.mellifera,1,P
627,pm1937,Osmia.rufa,0,P
628,pm1937,Andrena.fulva,34,P
629,pm1937,Andrena.synadelpha.nigroaenea,0,P
630,pm1937,Andrena.trimmerana,0,P
631,pm1937,Andrena.congruens,0,P
632,pm1937,Andrena.tibialis.corvina,0,P
633,pm1937,Andrena.albopunctata.morio,0,P
634,pm1937,Andrena.assimilis,0,P
635,pm1937,Halictus.quadricinctus,0,P
636,pm1937,Halictus.tridivisus,0,P
637,pm1937,Halictus.scabiosae,2,P
638,pm1937,Lasioglossum.xanthopum,0,P
639,pm1937,Sphecodes.gibbus,0,P
640,pm1937,Megachile.centuncularis,0,P
641,pm1937,Ancistrocerus.nigricornis,0,P
642,pm1937,Eristalis.tenax,0,P
643,pm1937,Eristalis.pratorum,0,P
644,pm1937,Eristalis.arbustorum,0,P
645,pm1937,Cheilosia.glossa,0,P
646,pm1937,Mallota.fuciformis,0,P
647,pm1937,Dasysyrphus.albostriatus,0,P
648,pm1937,Syrphus.vitripennis,0,P
649,pm1937,Syrphus.ribessi,0,P
650,pm1937,Criorhina.berberina,0,P
651,pm1937,Calliphora.vomitoria,8,P
652,pm1937,Gonia.ornata,2,P
653,pm1937,Pollenia.rudis,0,P
654,pm1937,Tachina.corsicana,0,P
655,pm1937,Asilidae.NI,0,P
656,pm1937,Empididae.NI,0,P
657,pm1937,Diptera.NI,0,P
658,pm1938,Hemaris.tityus,0,P
659,pm1938,Iphiclides.podalirius.Ad,0,P
660,pm1938,Vanessa.cardui,0,P
661,pm1938,Psithyrus.vestalis.obenbergeri,1,P
662,pm1938,Bombus.pratorum.m.,0,P
663,pm1938,Bombus.pratorum.wk.,4,P
664,pm1938,Bombus.pascuorum.wk.,1,P
665,pm1938,Bombus.pascuorum.q.,0,P
666,pm1938,Bombus.terrestris.wk.,1,P
667,pm1938,Bombus.terrestris.q.,0,P
668,pm1938,Xylocopa.violacea,0,P
669,pm1938,Apis.mellifera,0,P
670,pm1938,Osmia.rufa,0,P
671,pm1938,Andrena.fulva,3,P
672,pm1938,Andrena.synadelpha.nigroaenea,0,P
673,pm1938,Andrena.trimmerana,0,P
674,pm1938,Andrena.congruens,0,P
675,pm1938,Andrena.tibialis.corvina,0,P
676,pm1938,Andrena.albopunctata.morio,0,P
677,pm1938,Andrena.assimilis,0,P
678,pm1938,Halictus.quadricinctus,1,P
679,pm1938,Halictus.tridivisus,0,P
680,pm1938,Halictus.scabiosae,0,P
681,pm1938,Lasioglossum.xanthopum,0,P
682,pm1938,Sphecodes.gibbus,0,P
683,pm1938,Megachile.centuncularis,0,P
684,pm1938,Ancistrocerus.nigricornis,0,P
685,pm1938,Eristalis.tenax,3,P
686,pm1938,Eristalis.pratorum,0,P
687,pm1938,Eristalis.arbustorum,0,P
688,pm1938,Cheilosia.glossa,2,P
689,pm1938,Mallota.fuciformis,0,P
690,pm1938,Dasysyrphus.albostriatus,0,P
691,pm1938,Syrphus.vitripennis,2,P
692,pm1938,Syrphus.ribessi,0,P
693,pm1938,Criorhina.berberina,0,P
694,pm1938,Calliphora.vomitoria,49,P
695,pm1938,Gonia.ornata,1,P
696,pm1938,Pollenia.rudis,7,P
697,pm1938,Tachina.corsicana,0,P
698,pm1938,Asilidae.NI,0,P
699,pm1938,Empididae.NI,0,P
700,pm1938,Diptera.NI,0,P
701,pm1939,Hemaris.tityus,0,P
702,pm1939,Iphiclides.podalirius.Ad,0,P
703,pm1939,Vanessa.cardui,0,P
704,pm1939,Psithyrus.vestalis.obenbergeri,0,P
705,pm1939,Bombus.pratorum.m.,0,P
706,pm1939,Bombus.pratorum.wk.,0,P
707,pm1939,Bombus.pascuorum.wk.,0,P
708,pm1939,Bombus.pascuorum.q.,1,P
709,pm1939,Bombus.terrestris.wk.,0,P
710,pm1939,Bombus.terrestris.q.,1,P
711,pm1939,Xylocopa.violacea,0,P
712,pm1939,Apis.mellifera,2,P
713,pm1939,Osmia.rufa,0,P
714,pm1939,Andrena.fulva,0,P
715,pm1939,Andrena.synadelpha.nigroaenea,0,P
716,pm1939,Andrena.trimmerana,0,P
717,pm1939,Andrena.congruens,0,P
718,pm1939,Andrena.tibialis.corvina,0,P
719,pm1939,Andrena.albopunctata.morio,0,P
720,pm1939,Andrena.assimilis,0,P
721,pm1939,Halictus.quadricinctus,0,P
722,pm1939,Halictus.tridivisus,0,P
723,pm1939,Halictus.scabiosae,0,P
724,pm1939,Lasioglossum.xanthopum,0,P
725,pm1939,Sphecodes.gibbus,0,P
726,pm1939,Megachile.centuncularis,0,P
727,pm1939,Ancistrocerus.nigricornis,0,P
728,pm1939,Eristalis.tenax,8,P
729,pm1939,Eristalis.pratorum,1,P
730,pm1939,Eristalis.arbustorum,3,P
731,pm1939,Cheilosia.glossa,6,P
732,pm1939,Mallota.fuciformis,0,P
733,pm1939,Dasysyrphus.albostriatus,1,P
734,pm1939,Syrphus.vitripennis,1,P
735,pm1939,Syrphus.ribessi,1,P
736,pm1939,Criorhina.berberina,0,P
737,pm1939,Calliphora.vomitoria,66,P
738,pm1939,Gonia.ornata,50,P
739,pm1939,Pollenia.rudis,2,P
740,pm1939,Tachina.corsicana,2,P
741,pm1939,Asilidae.NI,9,P
742,pm1939,Empididae.NI,32,P
743,pm1939,Diptera.NI,2,P
744,pm1940,Hemaris.tityus,0,P
745,pm1940,Iphiclides.podalirius.Ad,0,P
746,pm1940,Vanessa.cardui,0,P
747,pm1940,Psithyrus.vestalis.obenbergeri,0,P
748,pm1940,Bombus.pratorum.m.,0,P
749,pm1940,Bombus.pratorum.wk.,5,P
750,pm1940,Bombus.pascuorum.wk.,1,P
751,pm1940,Bombus.pascuorum.q.,0,P
752,pm1940,Bombus.terrestris.wk.,8,P
753,pm1940,Bombus.terrestris.q.,1,P
754,pm1940,Xylocopa.violacea,2,P
755,pm1940,Apis.mellifera,3,P
756,pm1940,Osmia.rufa,4,P
757,pm1940,Andrena.fulva,96,P
758,pm1940,Andrena.synadelpha.nigroaenea,1,P
759,pm1940,Andrena.trimmerana,1,P
760,pm1940,Andrena.congruens,14,P
761,pm1940,Andrena.tibialis.corvina,0,P
762,pm1940,Andrena.albopunctata.morio,1,P
763,pm1940,Andrena.assimilis,0,P
764,pm1940,Halictus.quadricinctus,1,P
765,pm1940,Halictus.tridivisus,1,P
766,pm1940,Halictus.scabiosae,1,P
767,pm1940,Lasioglossum.xanthopum,0,P
768,pm1940,Sphecodes.gibbus,2,P
769,pm1940,Megachile.centuncularis,1,P
770,pm1940,Ancistrocerus.nigricornis,1,P
771,pm1940,Eristalis.tenax,0,P
772,pm1940,Eristalis.pratorum,0,P
773,pm1940,Eristalis.arbustorum,3,P
774,pm1940,Cheilosia.glossa,0,P
775,pm1940,Mallota.fuciformis,0,P
776,pm1940,Dasysyrphus.albostriatus,0,P
777,pm1940,Syrphus.vitripennis,0,P
778,pm1940,Syrphus.ribessi,0,P
779,pm1940,Criorhina.berberina,0,P
780,pm1940,Calliphora.vomitoria,166,P
781,pm1940,Gonia.ornata,2,P
782,pm1940,Pollenia.rudis,0,P
783,pm1940,Tachina.corsicana,0,P
784,pm1940,Asilidae.NI,0,P
785,pm1940,Empididae.NI,1,P
786,pm1940,Diptera.NI,0,P
787,pm1921,Hemaris.tityus,1,P
788,pm1921,Iphiclides.podalirius.Ad,0,P
789,pm1921,Vanessa.cardui,0,P
790,pm1921,Psithyrus.vestalis.obenbergeri,0,P
791,pm1921,Bombus.pratorum.m.,0,P
792,pm1921,Bombus.pratorum.wk.,0,P
793,pm1921,Bombus.pascuorum.wk.,0,P
794,pm1921,Bombus.pascuorum.q.,0,P
795,pm1921,Bombus.terrestris.wk.,1,P
796,pm1921,Bombus.terrestris.q.,0,P
797,pm1921,Xylocopa.violacea,0,P
798,pm1921,Apis.mellifera,1,P
799,pm1921,Osmia.rufa,0,P
800,pm1921,Andrena.fulva,3,P
801,pm1921,Andrena.synadelpha.nigroaenea,0,P
802,pm1921,Andrena.trimmerana,0,P
803,pm1921,Andrena.congruens,0,P
804,pm1921,Andrena.tibialis.corvina,0,P
805,pm1921,Andrena.albopunctata.morio,0,P
806,pm1921,Andrena.assimilis,0,P
807,pm1921,Halictus.quadricinctus,0,P
808,pm1921,Halictus.tridivisus,0,P
809,pm1921,Halictus.scabiosae,0,P
810,pm1921,Lasioglossum.xanthopum,0,P
811,pm1921,Sphecodes.gibbus,0,P
812,pm1921,Megachile.centuncularis,0,P
813,pm1921,Ancistrocerus.nigricornis,0,P
814,pm1921,Eristalis.tenax,1,P
815,pm1921,Eristalis.pratorum,0,P
816,pm1921,Eristalis.arbustorum,0,P
817,pm1921,Cheilosia.glossa,0,P
818,pm1921,Mallota.fuciformis,0,P
819,pm1921,Dasysyrphus.albostriatus,0,P
820,pm1921,Syrphus.vitripennis,2,P
821,pm1921,Syrphus.ribessi,0,P
822,pm1921,Criorhina.berberina,0,P
823,pm1921,Calliphora.vomitoria,29,P
824,pm1921,Gonia.ornata,22,P
825,pm1921,Pollenia.rudis,2,P
826,pm1921,Tachina.corsicana,0,P
827,pm1921,Asilidae.NI,0,P
828,pm1921,Empididae.NI,11,P
829,pm1921,Diptera.NI,0,P
830,pm1823,Hemaris.tityus,0,P
831,pm1823,Iphiclides.podalirius.Ad,0,P
832,pm1823,Vanessa.cardui,0,P
833,pm1823,Psithyrus.vestalis.obenbergeri,0,P
834,pm1823,Bombus.pratorum.m.,0,P
835,pm1823,Bombus.pratorum.wk.,0,P
836,pm1823,Bombus.pascuorum.wk.,0,P
837,pm1823,Bombus.pascuorum.q.,0,P
838,pm1823,Bombus.terrestris.wk.,5,P
839,pm1823,Bombus.terrestris.q.,0,P
840,pm1823,Xylocopa.violacea,0,P
841,pm1823,Apis.mellifera,2,P
842,pm1823,Osmia.rufa,0,P
843,pm1823,Andrena.fulva,1,P
844,pm1823,Andrena.synadelpha.nigroaenea,0,P
845,pm1823,Andrena.trimmerana,0,P
846,pm1823,Andrena.congruens,0,P
847,pm1823,Andrena.tibialis.corvina,0,P
848,pm1823,Andrena.albopunctata.morio,0,P
849,pm1823,Andrena.assimilis,0,P
850,pm1823,Halictus.quadricinctus,0,P
851,pm1823,Halictus.tridivisus,0,P
852,pm1823,Halictus.scabiosae,0,P
853,pm1823,Lasioglossum.xanthopum,0,P
854,pm1823,Sphecodes.gibbus,0,P
855,pm1823,Megachile.centuncularis,0,P
856,pm1823,Ancistrocerus.nigricornis,0,P
857,pm1823,Eristalis.tenax,14,P
858,pm1823,Eristalis.pratorum,0,P
859,pm1823,Eristalis.arbustorum,0,P
860,pm1823,Cheilosia.glossa,1,P
861,pm1823,Mallota.fuciformis,0,P
862,pm1823,Dasysyrphus.albostriatus,0,P
863,pm1823,Syrphus.vitripennis,3,P
864,pm1823,Syrphus.ribessi,0,P
865,pm1823,Criorhina.berberina,1,P
866,pm1823,Calliphora.vomitoria,15,P
867,pm1823,Gonia.ornata,11,P
868,pm1823,Pollenia.rudis,2,P
869,pm1823,Tachina.corsicana,0,P
870,pm1823,Asilidae.NI,7,P
871,pm1823,Empididae.NI,9,P
872,pm1823,Diptera.NI,0,P
873,pm1824,Hemaris.tityus,0,P
874,pm1824,Iphiclides.podalirius.Ad,0,P
875,pm1824,Vanessa.cardui,0,P
876,pm1824,Psithyrus.vestalis.obenbergeri,0,P
877,pm1824,Bombus.pratorum.m.,0,P
878,pm1824,Bombus.pratorum.wk.,0,P
879,pm1824,Bombus.pascuorum.wk.,0,P
880,pm1824,Bombus.pascuorum.q.,0,P
881,pm1824,Bombus.terrestris.wk.,1,P
882,pm1824,Bombus.terrestris.q.,0,P
883,pm1824,Xylocopa.violacea,0,P
884,pm1824,Apis.mellifera,1,P
885,pm1824,Osmia.rufa,0,P
886,pm1824,Andrena.fulva,56,P
887,pm1824,Andrena.synadelpha.nigroaenea,0,P
888,pm1824,Andrena.trimmerana,0,P
889,pm1824,Andrena.congruens,0,P
890,pm1824,Andrena.tibialis.corvina,0,P
891,pm1824,Andrena.albopunctata.morio,1,P
892,pm1824,Andrena.assimilis,0,P
893,pm1824,Halictus.quadricinctus,1,P
894,pm1824,Halictus.tridivisus,0,P
895,pm1824,Halictus.scabiosae,0,P
896,pm1824,Lasioglossum.xanthopum,0,P
897,pm1824,Sphecodes.gibbus,0,P
898,pm1824,Megachile.centuncularis,0,P
899,pm1824,Ancistrocerus.nigricornis,0,P
900,pm1824,Eristalis.tenax,57,P
901,pm1824,Eristalis.pratorum,3,P
902,pm1824,Eristalis.arbustorum,3,P
903,pm1824,Cheilosia.glossa,7,P
904,pm1824,Mallota.fuciformis,0,P
905,pm1824,Dasysyrphus.albostriatus,0,P
906,pm1824,Syrphus.vitripennis,0,P
907,pm1824,Syrphus.ribessi,0,P
908,pm1824,Criorhina.berberina,0,P
909,pm1824,Calliphora.vomitoria,3,P
910,pm1824,Gonia.ornata,2,P
911,pm1824,Pollenia.rudis,0,P
912,pm1824,Tachina.corsicana,0,P
913,pm1824,Asilidae.NI,0,P
914,pm1824,Empididae.NI,0,P
915,pm1824,Diptera.NI,0,P
916,pm1820,Hemaris.tityus,0,P
917,pm1820,Iphiclides.podalirius.Ad,0,P
918,pm1820,Vanessa.cardui,0,P
919,pm1820,Psithyrus.vestalis.obenbergeri,0,P
920,pm1820,Bombus.pratorum.m.,0,P
921,pm1820,Bombus.pratorum.wk.,0,P
922,pm1820,Bombus.pascuorum.wk.,0,P
923,pm1820,Bombus.pascuorum.q.,0,P
924,pm1820,Bombus.terrestris.wk.,1,P
925,pm1820,Bombus.terrestris.q.,0,P
926,pm1820,Xylocopa.violacea,0,P
927,pm1820,Apis.mellifera,0,P
928,pm1820,Osmia.rufa,0,P
929,pm1820,Andrena.fulva,5,P
930,pm1820,Andrena.synadelpha.nigroaenea,0,P
931,pm1820,Andrena.trimmerana,0,P
932,pm1820,Andrena.congruens,0,P
933,pm1820,Andrena.tibialis.corvina,0,P
934,pm1820,Andrena.albopunctata.morio,0,P
935,pm1820,Andrena.assimilis,0,P
936,pm1820,Halictus.quadricinctus,0,P
937,pm1820,Halictus.tridivisus,0,P
938,pm1820,Halictus.scabiosae,0,P
939,pm1820,Lasioglossum.xanthopum,0,P
940,pm1820,Sphecodes.gibbus,0,P
941,pm1820,Megachile.centuncularis,0,P
942,pm1820,Ancistrocerus.nigricornis,0,P
943,pm1820,Eristalis.tenax,6,P
944,pm1820,Eristalis.pratorum,0,P
945,pm1820,Eristalis.arbustorum,0,P
946,pm1820,Cheilosia.glossa,1,P
947,pm1820,Mallota.fuciformis,0,P
948,pm1820,Dasysyrphus.albostriatus,0,P
949,pm1820,Syrphus.vitripennis,1,P
950,pm1820,Syrphus.ribessi,0,P
951,pm1820,Criorhina.berberina,0,P
952,pm1820,Calliphora.vomitoria,22,P
953,pm1820,Gonia.ornata,1,P
954,pm1820,Pollenia.rudis,2,P
955,pm1820,Tachina.corsicana,0,P
956,pm1820,Asilidae.NI,2,P
957,pm1820,Empididae.NI,3,P
958,pm1820,Diptera.NI,0,P
959,pm1825,Hemaris.tityus,0,P
960,pm1825,Iphiclides.podalirius.Ad,0,P
961,pm1825,Vanessa.cardui,0,P
962,pm1825,Psithyrus.vestalis.obenbergeri,0,P
963,pm1825,Bombus.pratorum.m.,0,P
964,pm1825,Bombus.pratorum.wk.,0,P
965,pm1825,Bombus.pascuorum.wk.,0,P
966,pm1825,Bombus.pascuorum.q.,0,P
967,pm1825,Bombus.terrestris.wk.,4,P
968,pm1825,Bombus.terrestris.q.,0,P
969,pm1825,Xylocopa.violacea,0,P
970,pm1825,Apis.mellifera,0,P
971,pm1825,Osmia.rufa,0,P
972,pm1825,Andrena.fulva,43,P
973,pm1825,Andrena.synadelpha.nigroaenea,0,P
974,pm1825,Andrena.trimmerana,0,P
975,pm1825,Andrena.congruens,0,P
976,pm1825,Andrena.tibialis.corvina,0,P
977,pm1825,Andrena.albopunctata.morio,0,P
978,pm1825,Andrena.assimilis,0,P
979,pm1825,Halictus.quadricinctus,0,P
980,pm1825,Halictus.tridivisus,0,P
981,pm1825,Halictus.scabiosae,0,P
982,pm1825,Lasioglossum.xanthopum,0,P
983,pm1825,Sphecodes.gibbus,0,P
984,pm1825,Megachile.centuncularis,0,P
985,pm1825,Ancistrocerus.nigricornis,0,P
986,pm1825,Eristalis.tenax,0,P
987,pm1825,Eristalis.pratorum,0,P
988,pm1825,Eristalis.arbustorum,0,P
989,pm1825,Cheilosia.glossa,0,P
990,pm1825,Mallota.fuciformis,0,P
991,pm1825,Dasysyrphus.albostriatus,0,P
992,pm1825,Syrphus.vitripennis,0,P
993,pm1825,Syrphus.ribessi,0,P
994,pm1825,Criorhina.berberina,0,P
995,pm1825,Calliphora.vomitoria,2,P
996,pm1825,Gonia.ornata,0,P
997,pm1825,Pollenia.rudis,0,P
998,pm1825,Tachina.corsicana,0,P
999,pm1825,Asilidae.NI,0,P
1000,pm1825,Empididae.NI,0,P
1001,pm1825,Diptera.NI,0,P
1002,pm1929,Hemaris.tityus,0,P
1003,pm1929,Iphiclides.podalirius.Ad,0,P
1004,pm1929,Vanessa.cardui,0,P
1005,pm1929,Psithyrus.vestalis.obenbergeri,0,P
1006,pm1929,Bombus.pratorum.m.,0,P
1007,pm1929,Bombus.pratorum.wk.,0,P
1008,pm1929,Bombus.pascuorum.wk.,0,P
1009,pm1929,Bombus.pascuorum.q.,0,P
1010,pm1929,Bombus.terrestris.wk.,0,P
1011,pm1929,Bombus.terrestris.q.,0,P
1012,pm1929,Xylocopa.violacea,1,P
1013,pm1929,Apis.mellifera,1,P
1014,pm1929,Osmia.rufa,0,P
1015,pm1929,Andrena.fulva,32,P
1016,pm1929,Andrena.synadelpha.nigroaenea,0,P
1017,pm1929,Andrena.trimmerana,1,P
1018,pm1929,Andrena.congruens,5,P
1019,pm1929,Andrena.tibialis.corvina,0,P
1020,pm1929,Andrena.albopunctata.morio,1,P
1021,pm1929,Andrena.assimilis,0,P
1022,pm1929,Halictus.quadricinctus,1,P
1023,pm1929,Halictus.tridivisus,0,P
1024,pm1929,Halictus.scabiosae,0,P
1025,pm1929,Lasioglossum.xanthopum,1,P
1026,pm1929,Sphecodes.gibbus,1,P
1027,pm1929,Megachile.centuncularis,0,P
1028,pm1929,Ancistrocerus.nigricornis,0,P
1029,pm1929,Eristalis.tenax,0,P
1030,pm1929,Eristalis.pratorum,0,P
1031,pm1929,Eristalis.arbustorum,0,P
1032,pm1929,Cheilosia.glossa,0,P
1033,pm1929,Mallota.fuciformis,0,P
1034,pm1929,Dasysyrphus.albostriatus,0,P
1035,pm1929,Syrphus.vitripennis,0,P
1036,pm1929,Syrphus.ribessi,0,P
1037,pm1929,Criorhina.berberina,0,P
1038,pm1929,Calliphora.vomitoria,8,P
1039,pm1929,Gonia.ornata,2,P
1040,pm1929,Pollenia.rudis,4,P
1041,pm1929,Tachina.corsicana,0,P
1042,pm1929,Asilidae.NI,0,P
1043,pm1929,Empididae.NI,0,P
1044,pm1929,Diptera.NI,0,P
1045,pm8801,Hemaris.tityus,0,P
1046,pm8801,Iphiclides.podalirius.Ad,0,P
1047,pm8801,Vanessa.cardui,0,P
1048,pm8801,Psithyrus.vestalis.obenbergeri,0,P
1049,pm8801,Bombus.pratorum.m.,0,P
1050,pm8801,Bombus.pratorum.wk.,0,P
1051,pm8801,Bombus.pascuorum.wk.,0,P
1052,pm8801,Bombus.pascuorum.q.,0,P
1053,pm8801,Bombus.terrestris.wk.,3,P
1054,pm8801,Bombus.terrestris.q.,0,P
1055,pm8801,Xylocopa.violacea,0,P
1056,pm8801,Apis.mellifera,0,P
1057,pm8801,Osmia.rufa,0,P
1058,pm8801,Andrena.fulva,13,P
1059,pm8801,Andrena.synadelpha.nigroaenea,0,P
1060,pm8801,Andrena.trimmerana,0,P
1061,pm8801,Andrena.congruens,7,P
1062,pm8801,Andrena.tibialis.corvina,0,P
1063,pm8801,Andrena.albopunctata.morio,0,P
1064,pm8801,Andrena.assimilis,0,P
1065,pm8801,Halictus.quadricinctus,0,P
1066,pm8801,Halictus.tridivisus,0,P
1067,pm8801,Halictus.scabiosae,1,P
1068,pm8801,Lasioglossum.xanthopum,0,P
1069,pm8801,Sphecodes.gibbus,0,P
1070,pm8801,Megachile.centuncularis,0,P
1071,pm8801,Ancistrocerus.nigricornis,0,P
1072,pm8801,Eristalis.tenax,0,P
1073,pm8801,Eristalis.pratorum,0,P
1074,pm8801,Eristalis.arbustorum,0,P
1075,pm8801,Cheilosia.glossa,0,P
1076,pm8801,Mallota.fuciformis,0,P
1077,pm8801,Dasysyrphus.albostriatus,0,P
1078,pm8801,Syrphus.vitripennis,0,P
1079,pm8801,Syrphus.ribessi,0,P
1080,pm8801,Criorhina.berberina,0,P
1081,pm8801,Calliphora.vomitoria,3,P
1082,pm8801,Gonia.ornata,0,P
1083,pm8801,Pollenia.rudis,0,P
1084,pm8801,Tachina.corsicana,0,P
1085,pm8801,Asilidae.NI,0,P
1086,pm8801,Empididae.NI,0,P
1087,pm8801,Diptera.NI,0,P
1088,pm8808,Hemaris.tityus,0,P
1089,pm8808,Iphiclides.podalirius.Ad,0,P
1090,pm8808,Vanessa.cardui,0,P
1091,pm8808,Psithyrus.vestalis.obenbergeri,0,P
1092,pm8808,Bombus.pratorum.m.,0,P
1093,pm8808,Bombus.pratorum.wk.,0,P
1094,pm8808,Bombus.pascuorum.wk.,0,P
1095,pm8808,Bombus.pascuorum.q.,0,P
1096,pm8808,Bombus.terrestris.wk.,2,P
1097,pm8808,Bombus.terrestris.q.,0,P
1098,pm8808,Xylocopa.violacea,0,P
1099,pm8808,Apis.mellifera,1,P
1100,pm8808,Osmia.rufa,0,P
1101,pm8808,Andrena.fulva,3,P
1102,pm8808,Andrena.synadelpha.nigroaenea,0,P
1103,pm8808,Andrena.trimmerana,0,P
1104,pm8808,Andrena.congruens,0,P
1105,pm8808,Andrena.tibialis.corvina,0,P
1106,pm8808,Andrena.albopunctata.morio,0,P
1107,pm8808,Andrena.assimilis,0,P
1108,pm8808,Halictus.quadricinctus,0,P
1109,pm8808,Halictus.tridivisus,0,P
1110,pm8808,Halictus.scabiosae,0,P
1111,pm8808,Lasioglossum.xanthopum,0,P
1112,pm8808,Sphecodes.gibbus,0,P
1113,pm8808,Megachile.centuncularis,0,P
1114,pm8808,Ancistrocerus.nigricornis,0,P
1115,pm8808,Eristalis.tenax,0,P
1116,pm8808,Eristalis.pratorum,0,P
1117,pm8808,Eristalis.arbustorum,0,P
1118,pm8808,Cheilosia.glossa,0,P
1119,pm8808,Mallota.fuciformis,0,P
1120,pm8808,Dasysyrphus.albostriatus,0,P
1121,pm8808,Syrphus.vitripennis,4,P
1122,pm8808,Syrphus.ribessi,0,P
1123,pm8808,Criorhina.berberina,1,P
1124,pm8808,Calliphora.vomitoria,23,P
1125,pm8808,Gonia.ornata,2,P
1126,pm8808,Pollenia.rudis,5,P
1127,pm8808,Tachina.corsicana,0,P
1128,pm8808,Asilidae.NI,4,P
1129,pm8808,Empididae.NI,2,P
1130,pm8808,Diptera.NI,0,P
1131,pm8814,Hemaris.tityus,0,P
1132,pm8814,Iphiclides.podalirius.Ad,0,P
1133,pm8814,Vanessa.cardui,0,P
1134,pm8814,Psithyrus.vestalis.obenbergeri,0,P
1135,pm8814,Bombus.pratorum.m.,0,P
1136,pm8814,Bombus.pratorum.wk.,0,P
1137,pm8814,Bombus.pascuorum.wk.,0,P
1138,pm8814,Bombus.pascuorum.q.,0,P
1139,pm8814,Bombus.terrestris.wk.,1,P
1140,pm8814,Bombus.terrestris.q.,0,P
1141,pm8814,Xylocopa.violacea,1,P
1142,pm8814,Apis.mellifera,2,P
1143,pm8814,Osmia.rufa,0,P
1144,pm8814,Andrena.fulva,45,P
1145,pm8814,Andrena.synadelpha.nigroaenea,0,P
1146,pm8814,Andrena.trimmerana,0,P
1147,pm8814,Andrena.congruens,0,P
1148,pm8814,Andrena.tibialis.corvina,0,P
1149,pm8814,Andrena.albopunctata.morio,0,P
1150,pm8814,Andrena.assimilis,0,P
1151,pm8814,Halictus.quadricinctus,2,P
1152,pm8814,Halictus.tridivisus,0,P
1153,pm8814,Halictus.scabiosae,0,P
1154,pm8814,Lasioglossum.xanthopum,0,P
1155,pm8814,Sphecodes.gibbus,1,P
1156,pm8814,Megachile.centuncularis,0,P
1157,pm8814,Ancistrocerus.nigricornis,0,P
1158,pm8814,Eristalis.tenax,0,P
1159,pm8814,Eristalis.pratorum,0,P
1160,pm8814,Eristalis.arbustorum,0,P
1161,pm8814,Cheilosia.glossa,0,P
1162,pm8814,Mallota.fuciformis,0,P
1163,pm8814,Dasysyrphus.albostriatus,0,P
1164,pm8814,Syrphus.vitripennis,0,P
1165,pm8814,Syrphus.ribessi,0,P
1166,pm8814,Criorhina.berberina,0,P
1167,pm8814,Calliphora.vomitoria,1,P
1168,pm8814,Gonia.ornata,0,P
1169,pm8814,Pollenia.rudis,0,P
1170,pm8814,Tachina.corsicana,0,P
1171,pm8814,Asilidae.NI,0,P
1172,pm8814,Empididae.NI,0,P
1173,pm8814,Diptera.NI,0,P
1174,pm8865,Hemaris.tityus,0,P
1175,pm8865,Iphiclides.podalirius.Ad,0,P
1176,pm8865,Vanessa.cardui,0,P
1177,pm8865,Psithyrus.vestalis.obenbergeri,0,P
1178,pm8865,Bombus.pratorum.m.,0,P
1179,pm8865,Bombus.pratorum.wk.,0,P
1180,pm8865,Bombus.pascuorum.wk.,0,P
1181,pm8865,Bombus.pascuorum.q.,0,P
1182,pm8865,Bombus.terrestris.wk.,1,P
1183,pm8865,Bombus.terrestris.q.,0,P
1184,pm8865,Xylocopa.violacea,0,P
1185,pm8865,Apis.mellifera,0,P
1186,pm8865,Osmia.rufa,0,P
1187,pm8865,Andrena.fulva,2,P
1188,pm8865,Andrena.synadelpha.nigroaenea,0,P
1189,pm8865,Andrena.trimmerana,0,P
1190,pm8865,Andrena.congruens,0,P
1191,pm8865,Andrena.tibialis.corvina,0,P
1192,pm8865,Andrena.albopunctata.morio,0,P
1193,pm8865,Andrena.assimilis,0,P
1194,pm8865,Halictus.quadricinctus,0,P
1195,pm8865,Halictus.tridivisus,0,P
1196,pm8865,Halictus.scabiosae,0,P
1197,pm8865,Lasioglossum.xanthopum,0,P
1198,pm8865,Sphecodes.gibbus,0,P
1199,pm8865,Megachile.centuncularis,0,P
1200,pm8865,Ancistrocerus.nigricornis,0,P
1201,pm8865,Eristalis.tenax,0,P
1202,pm8865,Eristalis.pratorum,0,P
1203,pm8865,Eristalis.arbustorum,0,P
1204,pm8865,Cheilosia.glossa,0,P
1205,pm8865,Mallota.fuciformis,0,P
1206,pm8865,Dasysyrphus.albostriatus,0,P
1207,pm8865,Syrphus.vitripennis,5,P
1208,pm8865,Syrphus.ribessi,0,P
1209,pm8865,Criorhina.berberina,0,P
1210,pm8865,Calliphora.vomitoria,18,P
1211,pm8865,Gonia.ornata,6,P
1212,pm8865,Pollenia.rudis,12,P
1213,pm8865,Tachina.corsicana,1,P
1214,pm8865,Asilidae.NI,9,P
1215,pm8865,Empididae.NI,3,P
1216,pm8865,Diptera.NI,0,P
1217,pm1933,Yponomeuta.mahalebella,0,H
1218,pm1933,Hemaris.fuciformis,0,H
1219,pm1933,Iphiclides.podalirius.L,0,H
1220,pm1933,Hedya.pruniana,6,H
1221,pm1933,Orthoptera.NI,0,H
1222,pm1933,Myzus.cerasi,0,H
1223,pm1933,Aglaope.infausta,0,H
1224,pm1933,Fungus.NI,0,H
1225,pm1933,Taphrina.deformans,0,H
1226,pm1933,Ungulates,0,H
1227,pm1933,NI,0,H
1228,pm1931,Yponomeuta.mahalebella,0,H
1229,pm1931,Hemaris.fuciformis,0,H
1230,pm1931,Iphiclides.podalirius.L,0,H
